source,feed_topic,published,title,description,link,full_text,translated_text,analysis_text,category
BBC,politics,"Fri, 08 May 2026 20:54:06 GMT",Many Labour MPs are blaming Starmer himself for elections body blow,Sir Keir Starmer is facing what looks like a coordinated attempt to get him to set a timetable for his departure.,https://www.bbc.com/news/articles/c5yxr7zng6po?at_medium=RSS&at_campaign=rss,Many Labour MPs are blaming Starmer himself for elections body blow Sir Keir Starmer is facing what looks like a coordinated attempt to get him to set a timetable for his departure.,Many Labour MPs are blaming Starmer himself for elections body blow Sir Keir Starmer is facing what looks like a coordinated attempt to get him to set a timetable for his departure.,labour blame starmer election body blow sir keir starmer face look like coordinated attempt set timetable departure,politics
BBC,politics,"Fri, 08 May 2026 12:15:26 GMT",Emerging picture shows Reform gains as Labour counts losses in heartland seats,"So far, we have a chunk of the results around the parts of England that have had contests and no results yet from Scotland or Wales.",https://www.bbc.com/news/articles/cvgz8d556zpo?at_medium=RSS&at_campaign=rss,"Emerging picture shows Reform gains as Labour counts losses in heartland seats So far, we have a chunk of the results around the parts of England that have had contests and no results yet from Scotland or Wales.","Emerging picture shows Reform gains as Labour counts losses in heartland seats So far, we have a chunk of the results around the parts of England that have had contests and no results yet from Scotland or Wales.",emerge picture show reform gain labour count loss heartland seat far chunk result part england contest result scotland wale,economy
BBC,politics,"Wed, 06 May 2026 00:15:28 GMT",Campaigning sprint finish ahead of elections around Britain tomorrow,"A mesmerising mix of results are expected after candidates make their final pitches, our political editor writes.",https://www.bbc.com/news/articles/c759z9w7z3yo?at_medium=RSS&at_campaign=rss,"Campaigning sprint finish ahead of elections around Britain tomorrow A mesmerising mix of results are expected after candidates make their final pitches, our political editor writes.","Campaigning sprint finish ahead of elections around Britain tomorrow A mesmerising mix of results are expected after candidates make their final pitches, our political editor writes.",campaigning sprint finish ahead election britain tomorrow mesmerising mix result expect candidate final pitch political editor write,politics
BBC,politics,"Mon, 04 May 2026 01:08:41 GMT",Chris Mason: Elections this week set to show how politics is changing,"The scale of these elections looks set to vividly expose the breadth of Labour's vulnerabilities, Chris Mason writes.",https://www.bbc.com/news/articles/c202wg747qpo?at_medium=RSS&at_campaign=rss,"Chris Mason: Elections this week set to show how politics is changing The scale of these elections looks set to vividly expose the breadth of Labour's vulnerabilities, Chris Mason writes.","Chris Mason: Elections this week set to show how politics is changing The scale of these elections looks set to vividly expose the breadth of Labour's vulnerabilities, Chris Mason writes.",chris mason election week set politics change scale election look set vividly expose breadth labour vulnerability chris mason write,politics
BBC,politics,"Sat, 02 May 2026 09:04:48 GMT",Chris Mason: PM seeks to draw contrast with critics within his party and beyond,"In his interview with the Today Programme, Sir Keir Starmer addressed the whirlwind of recent events, from wars to rising antisemitism.",https://www.bbc.com/news/articles/clypj2z614mo?at_medium=RSS&at_campaign=rss,"Chris Mason: PM seeks to draw contrast with critics within his party and beyond In his interview with the Today Programme, Sir Keir Starmer addressed the whirlwind of recent events, from wars to rising antisemitism.","Chris Mason: PM seeks to draw contrast with critics within his party and beyond In his interview with the Today Programme, Sir Keir Starmer addressed the whirlwind of recent events, from wars to rising antisemitism.",chris mason seek draw contrast critic party interview today programme sir keir starmer address whirlwind recent event war rise antisemitism,politics
BBC,politics,"Sat, 25 Apr 2026 12:07:54 GMT",Relish and dread as Starmer 'shambles' hangs over Scotland and Wales elections,Laura Kuenssberg travels to Wales and Scotland to speak to candidates and voters ahead of May 7 polls.,https://www.bbc.com/news/articles/cq59xvdzjv7o?at_medium=RSS&at_campaign=rss,Relish and dread as Starmer 'shambles' hangs over Scotland and Wales elections Laura Kuenssberg travels to Wales and Scotland to speak to candidates and voters ahead of May 7 polls.,Relish and dread as Starmer 'shambles' hangs over Scotland and Wales elections Laura Kuenssberg travels to Wales and Scotland to speak to candidates and voters ahead of May 7 polls.,relish dread starmer shamble hang scotland wale election laura kuenssberg travel wale scotland speak candidate voter ahead poll,politics
BBC,politics,"Sat, 18 Apr 2026 12:32:35 GMT",Why Starmer still can't move on from the Mandelson mess,The decision to send Peter Mandelson to Washington has become a scandal that just won't go away for Labour.,https://www.bbc.com/news/articles/c4gd7kxdk37o?at_medium=RSS&at_campaign=rss,Why Starmer still can't move on from the Mandelson mess The decision to send Peter Mandelson to Washington has become a scandal that just won't go away for Labour.,Why Starmer still can't move on from the Mandelson mess The decision to send Peter Mandelson to Washington has become a scandal that just won't go away for Labour.,starmer mandelson mess decision send peter mandelson washington scandal win away labour,economy
BBC,politics,"Sat, 21 Mar 2026 11:27:14 GMT","As Starmer faces war overseas, his party can't find peace at home",British politicians tend to stick together during dangerous moments abroad. In 2026? Not so much.,https://www.bbc.com/news/articles/cwyxy54pv9po?at_medium=RSS&at_campaign=rss,"As Starmer faces war overseas, his party can't find peace at home British politicians tend to stick together during dangerous moments abroad. In 2026? Not so much.","As Starmer faces war overseas, his party can't find peace at home British politicians tend to stick together during dangerous moments abroad. In 2026? Not so much.",starmer face war overseas party find peace home british politician tend stick dangerous moment abroad,politics
BBC,politics,"Tue, 03 Mar 2026 16:26:21 GMT",Why Europe's leaders have struggled to speak as one on Iran,European nations say they want to work better together but have differing priorities,https://www.bbc.com/news/articles/cn8z5zvlz5yo?at_medium=RSS&at_campaign=rss,Why Europe's leaders have struggled to speak as one on Iran European nations say they want to work better together but have differing priorities,Why Europe's leaders have struggled to speak as one on Iran European nations say they want to work better together but have differing priorities,europe leader struggle speak iran european nation want work well differ priority,economy
BBC,politics,"Sat, 14 Feb 2026 13:39:40 GMT",One giant boys' club? Why Westminster can still feel like a man's world,"The decision to appoint Peter Mandelson has prompted soul searching about women’s role in government, writes Laura Kuenssberg.",https://www.bbc.com/news/articles/cy0dgpx71dyo?at_medium=RSS&at_campaign=rss,"One giant boys' club? Why Westminster can still feel like a man's world The decision to appoint Peter Mandelson has prompted soul searching about women’s role in government, writes Laura Kuenssberg.","One giant boys' club? Why Westminster can still feel like a man's world The decision to appoint Peter Mandelson has prompted soul searching about women’s role in government, writes Laura Kuenssberg.",giant boy club westminster feel like man world decision appoint peter mandelson prompt soul search woman role government write laura kuenssberg,economy
BBC,politics,"Sun, 10 May 2026 13:52:57 GMT",Plaid members belt out anthem on Senedd steps,The party held a rally on Saturday and spontaneously belted out the Welsh national anthem.,https://www.bbc.com/news/videos/c7593qw4ggzo?at_medium=RSS&at_campaign=rss,Plaid members belt out anthem on Senedd steps The party held a rally on Saturday and spontaneously belted out the Welsh national anthem.,Plaid members belt out anthem on Senedd steps The party held a rally on Saturday and spontaneously belted out the Welsh national anthem.,plaid member belt anthem senedd step party hold rally saturday spontaneously belt welsh national anthem,politics
BBC,politics,"Sat, 09 May 2026 14:11:55 GMT",Labour lose all seats on Kirklees Council,Reform UK has become the largest party on the council after previously having no representation.,https://www.bbc.com/news/videos/cp8pk0g3gv4o?at_medium=RSS&at_campaign=rss,Labour lose all seats on Kirklees Council Reform UK has become the largest party on the council after previously having no representation.,Labour lose all seats on Kirklees Council Reform UK has become the largest party on the council after previously having no representation.,labour lose seat kirklees council reform large party council previously have representation,politics
BBC,politics,"Sat, 09 May 2026 13:57:25 GMT",Here's how Reform UK ousted Labour in Calderdale,Labour previously had full control over Calderdale Council since 2019 before they were ousted by Reform UK.,https://www.bbc.com/news/videos/c86djxy5x8wo?at_medium=RSS&at_campaign=rss,Here's how Reform UK ousted Labour in Calderdale Labour previously had full control over Calderdale Council since 2019 before they were ousted by Reform UK.,Here's how Reform UK ousted Labour in Calderdale Labour previously had full control over Calderdale Council since 2019 before they were ousted by Reform UK.,reform oust labour calderdale labour previously control calderdale council oust reform,politics
BBC,politics,"Sat, 09 May 2026 13:24:03 GMT",'Extremely disappointing' results for Labour in Sheffield,Reform UK and the Greens saw big gains in Sheffield's local election.,https://www.bbc.com/news/videos/cy72045vl5mo?at_medium=RSS&at_campaign=rss,'Extremely disappointing' results for Labour in Sheffield Reform UK and the Greens saw big gains in Sheffield's local election.,'Extremely disappointing' results for Labour in Sheffield Reform UK and the Greens saw big gains in Sheffield's local election.,extremely disappointing result labour sheffield reform green see big gain sheffield local election,politics
BBC,politics,"Sat, 09 May 2026 13:03:04 GMT",Ap Iorwerth gives speech on the Senedd steps,"Rhup ap Iorwerth, the leader of Plaid Cymru, gives speech on Wales' future on the Senedd steps.",https://www.bbc.com/news/videos/cpdpz0ndg6xo?at_medium=RSS&at_campaign=rss,"Ap Iorwerth gives speech on the Senedd steps Rhup ap Iorwerth, the leader of Plaid Cymru, gives speech on Wales' future on the Senedd steps.","Ap Iorwerth gives speech on the Senedd steps Rhup ap Iorwerth, the leader of Plaid Cymru, gives speech on Wales' future on the Senedd steps.",iorwerth give speech senedd step rhup iorwerth leader plaid cymru give speech wale future senedd step,economy
BBC,economy,"Fri, 08 May 2026 23:30:12 GMT",The UK is set for a staycation summer - and there are plenty of hidden gems,Seasoned staycationers share their favourite spots as Airbnb and Booking.com say interest in UK stays are up on last year.,https://www.bbc.com/news/articles/cgjpv9pdnpwo?at_medium=RSS&at_campaign=rss,The UK is set for a staycation summer - and there are plenty of hidden gems Seasoned staycationers share their favourite spots as Airbnb and Booking.com say interest in UK stays are up on last year.,The UK is set for a staycation summer - and there are plenty of hidden gems Seasoned staycationers share their favourite spots as Airbnb and Booking.com say interest in UK stays are up on last year.,set staycation summer plenty hide gem season staycationer share favourite spot airbnb book com interest stay year,economy
BBC,economy,"Fri, 08 May 2026 14:42:13 GMT",US jet fuel could be used in Europe to ease possible shortages,An international air body suggests wider acceptance of US-grade jet fuel could help to head off any supply problems.,https://www.bbc.com/news/articles/cp8pk2m4nlxo?at_medium=RSS&at_campaign=rss,US jet fuel could be used in Europe to ease possible shortages An international air body suggests wider acceptance of US-grade jet fuel could help to head off any supply problems.,US jet fuel could be used in Europe to ease possible shortages An international air body suggests wider acceptance of US-grade jet fuel could help to head off any supply problems.,jet fuel europe ease possible shortage international air body suggest wide acceptance grade jet fuel help head supply problem,economy
BBC,economy,"Fri, 08 May 2026 16:14:48 GMT",Major train operator to be renationalised in months,"GWR, which runs trains between London and South Wales, will come under government control.",https://www.bbc.com/news/articles/cy02yyl1e7xo?at_medium=RSS&at_campaign=rss,"Major train operator to be renationalised in months GWR, which runs trains between London and South Wales, will come under government control.","Major train operator to be renationalised in months GWR, which runs trains between London and South Wales, will come under government control.",major train operator renationalise month gwr run train london south wale come government control,politics
BBC,economy,"Fri, 08 May 2026 08:13:07 GMT",The companies making billions from the Iran war,"Through surging profits or soaring share prices, the war has been a boon for some firms.",https://www.bbc.com/news/articles/ce8pyyz5e0ro?at_medium=RSS&at_campaign=rss,"The companies making billions from the Iran war Through surging profits or soaring share prices, the war has been a boon for some firms.","The companies making billions from the Iran war Through surging profits or soaring share prices, the war has been a boon for some firms.",company make billion iran war surge profit soar share price war boon firm,economy
BBC,economy,"Fri, 08 May 2026 20:41:19 GMT",US jobs data beats expectations for second month in a row,The solid figures came despite rising gas prices and economic uncertainty sparked by the Iran war.,https://www.bbc.com/news/articles/cx21664lp32o?at_medium=RSS&at_campaign=rss,US jobs data beats expectations for second month in a row The solid figures came despite rising gas prices and economic uncertainty sparked by the Iran war.,US jobs data beats expectations for second month in a row The solid figures came despite rising gas prices and economic uncertainty sparked by the Iran war.,job datum beat expectation second month row solid figure come despite rise gas price economic uncertainty spark iran war,economy
BBC,economy,"Sat, 09 May 2026 06:13:11 GMT",How Sir David Attenborough built 'Green Hollywood',The city is responsible for 80% of the world's natural history TV shows.,https://www.bbc.com/news/articles/cg4pkqv1lewo?at_medium=RSS&at_campaign=rss,How Sir David Attenborough built 'Green Hollywood' The city is responsible for 80% of the world's natural history TV shows.,How Sir David Attenborough built 'Green Hollywood' The city is responsible for 80% of the world's natural history TV shows.,sir david attenborough build green hollywood city responsible world natural history show,economy
BBC,economy,"Fri, 08 May 2026 11:20:48 GMT",South East Water boss quits after supply failures,David Hinton faced criticism after outages affected tens of thousands of people in Kent and Sussex.,https://www.bbc.com/news/articles/cn7pxm13lrro?at_medium=RSS&at_campaign=rss,South East Water boss quits after supply failures David Hinton faced criticism after outages affected tens of thousands of people in Kent and Sussex.,South East Water boss quits after supply failures David Hinton faced criticism after outages affected tens of thousands of people in Kent and Sussex.,south east water boss quit supply failure david hinton face criticism outage affect ten thousand people kent sussex,economy
BBC,economy,"Fri, 08 May 2026 01:31:55 GMT",Instagram privacy tech is turned off today - what does this mean for your DMs?,"The platform said it would remove end-to-end encrypted messages, a major U‑turn by parent company Meta.",https://www.bbc.com/news/articles/clypzxl3lvqo?at_medium=RSS&at_campaign=rss,"Instagram privacy tech is turned off today - what does this mean for your DMs? The platform said it would remove end-to-end encrypted messages, a major U‑turn by parent company Meta.","Instagram privacy tech is turned off today - what does this mean for your DMs? The platform said it would remove end-to-end encrypted messages, a major U‑turn by parent company Meta.",instagram privacy tech turn today mean dms platform say remove end end encrypt message major turn parent company meta,economy
BBC,economy,"Fri, 08 May 2026 08:43:55 GMT",Oil prices rise after US and Iran exchange fire in Hormuz strait,US President Donald Trump says the ceasefire between Washington and Tehran is still in place.,https://www.bbc.com/news/articles/c86dp85g59xo?at_medium=RSS&at_campaign=rss,Oil prices rise after US and Iran exchange fire in Hormuz strait US President Donald Trump says the ceasefire between Washington and Tehran is still in place.,Oil prices rise after US and Iran exchange fire in Hormuz strait US President Donald Trump says the ceasefire between Washington and Tehran is still in place.,oil price rise iran exchange fire hormuz strait president donald trump say ceasefire washington tehran place,politics
BBC,economy,"Thu, 07 May 2026 15:41:28 GMT",Portugal and Italy will not suspend digital border checks for Brits,"Reports had suggested the countries were set to follow the example of Greece, which effectively suspended biometric checks for UK nationals.",https://www.bbc.com/news/articles/c78k9ke78ljo?at_medium=RSS&at_campaign=rss,"Portugal and Italy will not suspend digital border checks for Brits Reports had suggested the countries were set to follow the example of Greece, which effectively suspended biometric checks for UK nationals.","Portugal and Italy will not suspend digital border checks for Brits Reports had suggested the countries were set to follow the example of Greece, which effectively suspended biometric checks for UK nationals.",portugal italy suspend digital border check brit report suggest country set follow example greece effectively suspend biometric check national,economy
BBC,economy,"Thu, 07 May 2026 23:11:35 GMT",Trump gives EU ultimatum deadline to approve trade deal with US,Trump's deadline to the European Union came as a trade court ruled his global tariff policy violated US law.,https://www.bbc.com/news/articles/cp3pyk4nw3lo?at_medium=RSS&at_campaign=rss,Trump gives EU ultimatum deadline to approve trade deal with US Trump's deadline to the European Union came as a trade court ruled his global tariff policy violated US law.,Trump gives EU ultimatum deadline to approve trade deal with US Trump's deadline to the European Union came as a trade court ruled his global tariff policy violated US law.,trump give ultimatum deadline approve trade deal trump deadline european union come trade court rule global tariff policy violate law,politics
BBC,economy,"Fri, 08 May 2026 04:10:45 GMT",World Cup fans in China and India face broadcast uncertainty,"Broadcasters in the two countries have yet to reach deals with Fifa, just weeks before the tournament is due to start.",https://www.bbc.com/news/articles/cp9py4k8mllo?at_medium=RSS&at_campaign=rss,"World Cup fans in China and India face broadcast uncertainty Broadcasters in the two countries have yet to reach deals with Fifa, just weeks before the tournament is due to start.","World Cup fans in China and India face broadcast uncertainty Broadcasters in the two countries have yet to reach deals with Fifa, just weeks before the tournament is due to start.",world cup fan china india face broadcast uncertainty broadcaster country reach deal fifa week tournament start,economy
BBC,economy,"Thu, 07 May 2026 19:18:20 GMT",Morrisons supermarket in Wales fined £750k for dirty bakery,A judge said the case was not about a few rogue employees but showed serious and systemic failure.,https://www.bbc.com/news/articles/ckgpz878kp9o?at_medium=RSS&at_campaign=rss,Morrisons supermarket in Wales fined £750k for dirty bakery A judge said the case was not about a few rogue employees but showed serious and systemic failure.,Morrisons supermarket in Wales fined £750k for dirty bakery A judge said the case was not about a few rogue employees but showed serious and systemic failure.,morrison supermarket wale fin dirty bakery judge say case rogue employee show systemic failure,economy
BBC,economy,"Thu, 07 May 2026 09:38:04 GMT",Shell latest oil giant to see profits surge due to Iran war impact,The energy giant's profits jump by nearly a quarter as it benefits from the recent volatility in the oil price,https://www.bbc.com/news/articles/ce3p0x54drwo?at_medium=RSS&at_campaign=rss,Shell latest oil giant to see profits surge due to Iran war impact The energy giant's profits jump by nearly a quarter as it benefits from the recent volatility in the oil price,Shell latest oil giant to see profits surge due to Iran war impact The energy giant's profits jump by nearly a quarter as it benefits from the recent volatility in the oil price,shell late oil giant profit surge iran war impact energy giant profit jump nearly quarter benefit recent volatility oil price,economy
BBC,economy,"Thu, 07 May 2026 18:31:26 GMT",Major rail disruption expected in southern England until end of day,"A radio fault has been resolved but passengers could continue to face long delays, warns National Rail.",https://www.bbc.com/news/articles/ckgp8yjllx1o?at_medium=RSS&at_campaign=rss,"Major rail disruption expected in southern England until end of day A radio fault has been resolved but passengers could continue to face long delays, warns National Rail.","Major rail disruption expected in southern England until end of day A radio fault has been resolved but passengers could continue to face long delays, warns National Rail.",major rail disruption expect southern england end day radio fault resolve passenger continue face long delay warn national rail,economy
BBC,economy,"Thu, 07 May 2026 08:31:34 GMT",'We had people come just to see it': Amazon delivers its first UK parcels by drone,The unmanned aircraft can drop off 100 parcels a day within a 12km radius of Amazon's hub.,https://www.bbc.com/news/articles/cx21k21vnmgo?at_medium=RSS&at_campaign=rss,'We had people come just to see it': Amazon delivers its first UK parcels by drone The unmanned aircraft can drop off 100 parcels a day within a 12km radius of Amazon's hub.,'We had people come just to see it': Amazon delivers its first UK parcels by drone The unmanned aircraft can drop off 100 parcels a day within a 12km radius of Amazon's hub.,people come amazon deliver parcel drone unmanned aircraft drop parcel day radius amazon hub,economy
BBC,economy,"Wed, 06 May 2026 23:52:48 GMT",The no-nonsense judge calling the shots in Musk v Altman trial,The feud has fuelled a costly showdown between two tech titans.,https://www.bbc.com/news/articles/cx214rnlpn7o?at_medium=RSS&at_campaign=rss,The no-nonsense judge calling the shots in Musk v Altman trial The feud has fuelled a costly showdown between two tech titans.,The no-nonsense judge calling the shots in Musk v Altman trial The feud has fuelled a costly showdown between two tech titans.,nonsense judge call shot musk altman trial feud fuel costly showdown tech titan,security
BBC,economy,"Thu, 07 May 2026 05:15:08 GMT",The AI fitness instructors selling unreal gains,A BBC Sport investigation finds misleading adverts for fitness apps that use AI-generated instructors to make exaggerated claims.,https://www.bbc.com/sport/articles/c5ye7dnxv86o?at_medium=RSS&at_campaign=rss,The AI fitness instructors selling unreal gains A BBC Sport investigation finds misleading adverts for fitness apps that use AI-generated instructors to make exaggerated claims.,The AI fitness instructors selling unreal gains A BBC Sport investigation finds misleading adverts for fitness apps that use AI-generated instructors to make exaggerated claims.,fitness instructor sell unreal gain bbc sport investigation find misleading advert fitness app use generate instructor exaggerated claim,economy
BBC,economy,"Thu, 07 May 2026 06:05:25 GMT",$19bn order boosts Belfast Airbus factory,"Malaysian airline Air Asia places an order for 120 Airbus A220s, the wings of which are made in Belfast.",https://www.bbc.com/news/articles/c7597dnele2o?at_medium=RSS&at_campaign=rss,"$19bn order boosts Belfast Airbus factory Malaysian airline Air Asia places an order for 120 Airbus A220s, the wings of which are made in Belfast.","$19bn order boosts Belfast Airbus factory Malaysian airline Air Asia places an order for 120 Airbus A220s, the wings of which are made in Belfast.",order boost belfast airbus factory malaysian airline air asia place order airbus wing belfast,economy
BBC,economy,"Wed, 06 May 2026 15:22:58 GMT",Up to 150 former WHSmith high street stores to close,"The stores were purchased by Modella Capital last year, and then rebranded under the name TGJones.",https://www.bbc.com/news/articles/clypzvqzqd7o?at_medium=RSS&at_campaign=rss,"Up to 150 former WHSmith high street stores to close The stores were purchased by Modella Capital last year, and then rebranded under the name TGJones.","Up to 150 former WHSmith high street stores to close The stores were purchased by Modella Capital last year, and then rebranded under the name TGJones.",whsmith high street store close store purchase modella capital year rebrande tgjone,economy
BBC,economy,"Wed, 06 May 2026 20:05:02 GMT",Former OpenAI board member says Elon Musk offered her sperm donations,Shivon Zilis is the mother of four of Musk's children. That relationship began as she advised OpenAI.,https://www.bbc.com/news/articles/c33243j44p8o?at_medium=RSS&at_campaign=rss,Former OpenAI board member says Elon Musk offered her sperm donations Shivon Zilis is the mother of four of Musk's children. That relationship began as she advised OpenAI.,Former OpenAI board member says Elon Musk offered her sperm donations Shivon Zilis is the mother of four of Musk's children. That relationship began as she advised OpenAI.,openai board member say elon musk offer sperm donation shivon zili mother musk child relationship begin advise openai,economy
BBC,economy,"Wed, 06 May 2026 16:11:59 GMT",People urged not to cancel flights over fuel shortage fears,"Airlines have cut 13,000 flights globally in May as jet fuel prices soar due to the conflict in the Middle East.",https://www.bbc.com/news/articles/cyv24v3mpdmo?at_medium=RSS&at_campaign=rss,"People urged not to cancel flights over fuel shortage fears Airlines have cut 13,000 flights globally in May as jet fuel prices soar due to the conflict in the Middle East.","People urged not to cancel flights over fuel shortage fears Airlines have cut 13,000 flights globally in May as jet fuel prices soar due to the conflict in the Middle East.",people urge cancel flight fuel shortage fear airline cut flight globally jet fuel price soar conflict middle east,economy
BBC,economy,"Wed, 06 May 2026 08:43:47 GMT",Next to hike prices by up to 8% outside Europe due to Iran war costs,"No extra price rises are slated for the UK, which saw better than expected sales in the first quarter.",https://www.bbc.com/news/articles/cjrp8e0rjpeo?at_medium=RSS&at_campaign=rss,"Next to hike prices by up to 8% outside Europe due to Iran war costs No extra price rises are slated for the UK, which saw better than expected sales in the first quarter.","Next to hike prices by up to 8% outside Europe due to Iran war costs No extra price rises are slated for the UK, which saw better than expected sales in the first quarter.",hike price outside europe iran war cost extra price rise slat see well expect sale quarter,economy
BBC,economy,"Sun, 10 May 2026 05:33:42 GMT",Campaigners call for ban on use of weedkiller glyphosate at harvest time,Campaigners are calling for a ban on the use of the weedkiller over health concerns.,https://www.bbc.com/news/articles/cvgz420ee0zo?at_medium=RSS&at_campaign=rss,Campaigners call for ban on use of weedkiller glyphosate at harvest time Campaigners are calling for a ban on the use of the weedkiller over health concerns.,Campaigners call for ban on use of weedkiller glyphosate at harvest time Campaigners are calling for a ban on the use of the weedkiller over health concerns.,campaigner ban use weedkiller glyphosate harvest time campaigner call ban use weedkiller health concern,politics
BBC,economy,"Wed, 06 May 2026 16:11:44 GMT",Oil prices drop and stock markets rise after reports of deal to end Iran war,Reports have raised hopes of an agreement between the US and Iran after days of escalation.,https://www.bbc.com/news/articles/c4g8zejyyr3o?at_medium=RSS&at_campaign=rss,Oil prices drop and stock markets rise after reports of deal to end Iran war Reports have raised hopes of an agreement between the US and Iran after days of escalation.,Oil prices drop and stock markets rise after reports of deal to end Iran war Reports have raised hopes of an agreement between the US and Iran after days of escalation.,oil price drop stock market rise report deal end iran war report raise hope agreement iran day escalation,economy
BBC,economy,"Wed, 06 May 2026 00:15:14 GMT",Apple to pay up to $95 to some US iPhone buyers over AI lawsuit,Claims from last year said the tech firm’s advertising of Apple Intelligence fooled iPhone buyers.,https://www.bbc.com/news/articles/c0j2nydnzy7o?at_medium=RSS&at_campaign=rss,Apple to pay up to $95 to some US iPhone buyers over AI lawsuit Claims from last year said the tech firm’s advertising of Apple Intelligence fooled iPhone buyers.,Apple to pay up to $95 to some US iPhone buyers over AI lawsuit Claims from last year said the tech firm’s advertising of Apple Intelligence fooled iPhone buyers.,apple pay iphone buyer lawsuit claim year say tech firm advertising apple intelligence fool iphone buyer,economy
BBC,economy,"Wed, 06 May 2026 16:35:39 GMT",Hedge fund founder hits back at Mamdani's 'creepy' wealth tax video,"Ken Griffin said Mamdani's video, filmed outside his apartment, raised safety concerns.",https://www.bbc.com/news/articles/c9wepldnl7po?at_medium=RSS&at_campaign=rss,"Hedge fund founder hits back at Mamdani's 'creepy' wealth tax video Ken Griffin said Mamdani's video, filmed outside his apartment, raised safety concerns.","Hedge fund founder hits back at Mamdani's 'creepy' wealth tax video Ken Griffin said Mamdani's video, filmed outside his apartment, raised safety concerns.",hedge fund founder hit mamdani creepy wealth tax video ken griffin say mamdani video film outside apartment raise safety concern,economy
BBC,economy,"Sat, 09 May 2026 08:28:23 GMT",How sunburn inspired a new way to store energy,Molecules that can capture heat could be a useful technology to decarbonise heating.,https://www.bbc.com/news/articles/c62l9gnx775o?at_medium=RSS&at_campaign=rss,How sunburn inspired a new way to store energy Molecules that can capture heat could be a useful technology to decarbonise heating.,How sunburn inspired a new way to store energy Molecules that can capture heat could be a useful technology to decarbonise heating.,sunburn inspire new way store energy molecule capture heat useful technology decarbonise heating,economy
BBC,economy,"Wed, 06 May 2026 23:06:17 GMT",Gulf economies face long-term hit from Iran conflict,Commentators say it will take years or even decades to repair the damage.,https://www.bbc.com/news/articles/c0k257g8jk5o?at_medium=RSS&at_campaign=rss,Gulf economies face long-term hit from Iran conflict Commentators say it will take years or even decades to repair the damage.,Gulf economies face long-term hit from Iran conflict Commentators say it will take years or even decades to repair the damage.,gulf economy face long term hit iran conflict commentator year decade repair damage,economy
BBC,economy,"Mon, 04 May 2026 23:43:28 GMT",Robots move in as waste firms struggle to find staff,Humanoid robots are being added to the automation of waste sorting.,https://www.bbc.com/news/articles/cvg0w84q1wyo?at_medium=RSS&at_campaign=rss,Robots move in as waste firms struggle to find staff Humanoid robots are being added to the automation of waste sorting.,Robots move in as waste firms struggle to find staff Humanoid robots are being added to the automation of waste sorting.,robot waste firm struggle find staff humanoid robot add automation waste sorting,economy
BBC,economy,"Thu, 30 Apr 2026 23:11:37 GMT",Will AI lead to more accurate opinion polls?,"It's cheaper and faster to collect people's opinions using AI, but will it make polls more accurate?",https://www.bbc.com/news/articles/cwyw6rylzepo?at_medium=RSS&at_campaign=rss,"Will AI lead to more accurate opinion polls? It's cheaper and faster to collect people's opinions using AI, but will it make polls more accurate?","Will AI lead to more accurate opinion polls? It's cheaper and faster to collect people's opinions using AI, but will it make polls more accurate?",lead accurate opinion poll cheap fast collect people opinion poll accurate,economy
BBC,economy,"Wed, 29 Apr 2026 23:01:07 GMT",The kelp producer who wants to get Americans eating seaweed,Marine farmer Suzie Flores also hopes the crop can revitalise the US's small fishing towns.,https://www.bbc.com/news/articles/cx21n6zzpqwo?at_medium=RSS&at_campaign=rss,The kelp producer who wants to get Americans eating seaweed Marine farmer Suzie Flores also hopes the crop can revitalise the US's small fishing towns.,The kelp producer who wants to get Americans eating seaweed Marine farmer Suzie Flores also hopes the crop can revitalise the US's small fishing towns.,kelp producer want americans eat seaweed marine farmer suzie flore hop crop revitalise small fishing town,economy
BBC,economy,"Mon, 27 Apr 2026 23:03:10 GMT",Why Spotify has no button to filter out AI music,"Music streamer Deezer allows users to filter out AI music, so why does Spotify not offer the same?",https://www.bbc.com/news/articles/cd7jpg4w181o?at_medium=RSS&at_campaign=rss,"Why Spotify has no button to filter out AI music Music streamer Deezer allows users to filter out AI music, so why does Spotify not offer the same?","Why Spotify has no button to filter out AI music Music streamer Deezer allows users to filter out AI music, so why does Spotify not offer the same?",spotify button filter music music streamer deezer allow user filter music spotify offer,economy
BBC,economy,"Sun, 26 Apr 2026 23:16:41 GMT",How climate change threatens the economic backbone of the Pacific,Tuna populations around the Pacific Islands could move away as ocean temperatures increase.,https://www.bbc.com/news/articles/cq57vxjvdy4o?at_medium=RSS&at_campaign=rss,How climate change threatens the economic backbone of the Pacific Tuna populations around the Pacific Islands could move away as ocean temperatures increase.,How climate change threatens the economic backbone of the Pacific Tuna populations around the Pacific Islands could move away as ocean temperatures increase.,climate change threaten economic backbone pacific tuna population pacific island away ocean temperature increase,politics
BBC,economy,"Thu, 23 Apr 2026 23:50:01 GMT",From scientist to silk farmer: India's silk industry renewal,Silk production is an increasingly high-tech business in India.,https://www.bbc.com/news/articles/c0e7le127v5o?at_medium=RSS&at_campaign=rss,From scientist to silk farmer: India's silk industry renewal Silk production is an increasingly high-tech business in India.,From scientist to silk farmer: India's silk industry renewal Silk production is an increasingly high-tech business in India.,scientist silk farmer india silk industry renewal silk production increasingly high tech business india,economy
